algorithm,Index,Category,Descriptor,Group,R2,RMSE,MSE,MAE,Spearman
randomforestregressor,ARGP820102,sec_struct,"['dipeptide_composition', 'sequence_order_coupling_number']",", Composition, Composition, Sequence Order",0.8170254824392666,13.327092642147255,192.79643499999983,10.155125,0.8104661670930685
randomforestregressor,ARGP820102,sec_struct,"['dipeptide_composition', 'conjoint_triad']",", Composition, Composition, Conjoint Triad",0.805749146325058,12.724389608759648,191.15893374999987,9.756249999999998,0.8489368925078266
randomforestregressor,ARGP820102,sec_struct,"['dipeptide_composition', 'quasi_sequence_order']",", Composition, Composition, Sequence Order",0.8042629185299338,13.243642874705369,215.6162949999999,9.993875,0.8533988642258337
randomforestregressor,ARGP820102,sec_struct,"['dipeptide_composition', 'geary_autocorrelation']",", Composition, Composition, Autocorrelation",0.8040073506646772,13.281013023361174,200.7190625,10.462624999999997,0.8456956055679512
randomforestregressor,ARGP820102,sec_struct,"['geary_autocorrelation', 'quasi_sequence_order']",", Autocorrelation, Autocorrelation, Sequence Order",0.8040063230189158,13.658884016006578,213.18961250000015,10.814624999999996,0.8327138304736224
randomforestregressor,ARGP820102,sec_struct,"['amino_acid_composition', 'sequence_order_coupling_number']",", Composition, Composition, Sequence Order",0.8010102406825954,14.538220702908657,220.0259875,10.526999999999996,0.8404027547501292
randomforestregressor,ARGP820102,sec_struct,"['sequence_order_coupling_number', 'quasi_sequence_order']",", Sequence Order, Sequence Order, Sequence Order",0.7981893430863566,14.021611308085443,231.64689999999996,10.8125,0.8161926271987843
randomforestregressor,ARGP820102,sec_struct,"['amino_acid_composition', 'conjoint_triad']",", Composition, Composition, Conjoint Triad",0.7981384211646049,12.639388089070156,182.97739125000007,9.453625000000006,0.8674780897988139
randomforestregressor,ARGP820102,sec_struct,"['geary_autocorrelation', 'sequence_order_coupling_number']",", Autocorrelation, Autocorrelation, Sequence Order",0.7970688343893935,14.021364733032135,206.05673624999972,11.215375000000003,0.8194619681519939
randomforestregressor,ARGP820102,sec_struct,"['conjoint_triad', 'quasi_sequence_order']",", Conjoint Triad, Conjoint Triad, Sequence Order",0.7950662227381743,13.971261748489065,233.40396625000017,10.455374999999998,0.848909384977534
randomforestregressor,ARGP820102,sec_struct,"['amino_acid_composition', 'geary_autocorrelation']",", Composition, Composition, Autocorrelation",0.7903295270336843,13.933144370416315,231.06137374999986,11.440125,0.8081232577638795
randomforestregressor,ARGP820102,sec_struct,"['amino_acid_composition', 'dipeptide_composition']",", Composition, Composition, Composition",0.789391018419901,13.139037637689896,191.31981124999984,9.637249999999998,0.8620446945579616
randomforestregressor,ARGP820102,sec_struct,"['conjoint_triad', 'geary_autocorrelation']",", Conjoint Triad, Conjoint Triad, Autocorrelation",0.7817380329464305,14.118803880282536,214.9585074999999,10.944125000000003,0.8024451052003523
randomforestregressor,ARGP820102,sec_struct,"['amino_acid_composition', 'quasi_sequence_order']",", Composition, Composition, Sequence Order",0.7790986543446963,14.24223063612887,224.9322900000001,10.847249999999997,0.8321604565168483
randomforestregressor,ARGP820102,sec_struct,"['conjoint_triad', 'sequence_order_coupling_number']",", Conjoint Triad, Conjoint Triad, Sequence Order",0.7786471174239369,13.90433261474551,243.20867875000005,10.652000000000001,0.8372614772337771
